"","id","Condition","Task","ElectrodeSite","ern.l","ern.v","p1.l","p1.v","n1.l","n1.v","p2.l","p2.v","n300.l","n300.v","p3.l","p3.v","n400.l","n400.v","p4.l","p4.v","lpc.l","lpc.v"
"227",122,"incongruent","simon","pz","330","10.723905","92","-2.739215","92","-2.739215","168","3.661592","188","2.418031","330","10.723905","438","0.545138","554","4.352802","628","3.491534"
"228",122,"incongruent","simon","cz","328","9.51826","106","-2.846934","106","-2.846934","170","3.833794","186","2.347186","328","9.51826","470","0.536514","562","3.485931","730","-2.083504"
"229",123,"incongruent","stroop","fz","344","-2.881636","140","-4.193693","140","-4.193693","186","0.384029","284","-8.836261","344","-2.881636","424","-7.494401","588","-3.855263","684","-3.091039"
"230",123,"incongruent","stroop","pz","344","5.234871","148","-1.953899","148","-1.953899","200","2.103041","276","-2.40023","344","5.234871","412","-2.670404","590","2.101642","666","1.847068"
"231",123,"incongruent","stroop","cz","346","1.531014","142","-4.401506","142","-4.401506","198","-0.779196","278","-6.585447","346","1.531014","410","-5.142045","590","-0.729359","684","-0.679383"
"232",123,"incongruent","simon","fz","354","1.55873","132","-5.863383","132","-5.863383","158","-4.330519","274","-9.496853","354","1.55873","422","-6.141125","506","1.214224","728","-0.861295"
"233",123,"incongruent","simon","pz","354","15.571209","74","-2.774799","74","-2.774799","232","2.233631","274","-1.719381","354","15.571209","428","2.551964","506","6.302435","622","3.628606"
"234",123,"incongruent","simon","cz","354","11.016685","80","-3.066592","80","-3.066592","230","1.162245","184","-4.830724","354","11.016685","424","-1.491345","506","4.148359","622","1.230774"
"235",124,"incongruent","stroop","fz","400","2.763079","112","-4.924143","112","-4.924143","234","9.52815","316","0.266964","400","2.763079","426","0.390089","494","5.089941","790","2.6569"
"236",124,"incongruent","stroop","pz","396","2.837921","94","-2.674066","94","-2.674066","214","6.966433","316","-1.556836","396","2.837921","466","1.050081","492","3.632607","790","3.533133"
"237",124,"incongruent","stroop","cz","398","3.611363","112","-4.08761","112","-4.08761","230","7.188617","318","-0.212214","398","3.611363","430","2.204098","494","5.543263","790","4.408816"
"238",124,"incongruent","simon","fz","334","2.923037","132","-0.05037","132","-0.05037","202","0.095797","216","-0.899743","334","2.923037","458","-1.175947","552","1.466484","632","1.423504"
"239",124,"incongruent","simon","pz","332","5.851835","116","2.095663","116","2.095663","158","5.946266","242","1.644655","332","5.851835","458","1.536519","556","3.855214","640","3.0486"
"240",124,"incongruent","simon","cz","334","5.249402","116","0.125357","116","0.125357","156","2.274565","244","0.259903","334","5.249402","458","1.316604","554","3.114751","634","2.580322"
"241",126,"incongruent","stroop","fz","264","3.667856","114","-2.678574","114","-2.678574","184","4.775272","204","1.490036","264","3.667856","334","-4.958611","390","-3.199557","784","5.416092"
"242",126,"incongruent","stroop","pz","264","3.531017","116","0.935218","116","0.935218","184","4.769087","230","1.382464","264","3.531017","428","0.031474","500","3.149566","658","1.686959"
"243",126,"incongruent","stroop","cz","264","4.50173","114","-2.447986","114","-2.447986","184","4.303591","232","1.354727","264","4.50173","428","-2.70911","390","0.981308","784","2.727345"
"244",126,"incongruent","simon","fz","364","5.508772","110","-5.206063","110","-5.206063","186","-0.424188","234","-3.240639","364","5.508772","450","-0.948267","536","2.065899","620","1.855651"
"245",126,"incongruent","simon","pz","334","7.001069","124","2.986551","124","2.986551","182","5.767946","224","-0.203567","334","7.001069","432","4.233368","532","5.814749","642","3.600542"
"246",126,"incongruent","simon","cz","362","7.887942","116","-1.96813","116","-1.96813","188","3.49277","224","0.38734","362","7.887942","464","2.798132","532","4.594745","616","2.445865"
"247",128,"incongruent","stroop","fz","412","4.186865","100","-4.979694","100","-4.979694","186","4.413067","214","-2.226981","412","4.186865","480","-1.179099","514","1.154902","606","-0.588928"
"248",128,"incongruent","stroop","pz","404","5.247776","110","1.343592","110","1.343592","166","7.888494","266","-3.411073","404","5.247776","480","1.081223","514","3.975063","660","4.614391"
"249",128,"incongruent","stroop","cz","412","4.79944","100","-3.395263","100","-3.395263","186","5.188916","266","-1.96566","412","4.79944","480","-0.106854","514","3.362146","660","2.003562"
"250",128,"incongruent","simon","fz","260","2.293071","98","-0.644271","98","-0.644271","172","1.497945","228","-0.827073","260","2.293071","462","-1.204326","536","-0.344671","610","0.394244"
"251",128,"incongruent","simon","pz","328","6.120409","132","-1.909666","132","-1.909666","160","2.62434","202","-4.933797","328","6.120409","404","2.044625","512","4.152372","610","2.82262"
"252",128,"incongruent","simon","cz","328","5.494516","132","-1.889836","132","-1.889836","172","1.222216","200","-0.113607","328","5.494516","446","1.527974","512","2.649369","610","2.067248"
"253",129,"incongruent","stroop","fz","366","-1.740831","122","-6.898916","122","-6.898916","200","-0.537408","264","-7.146835","366","-1.740831","446","-7.282854","554","-2.875545","744","0.687534"
"254",129,"incongruent","stroop","pz","368","5.692159","120","-3.975","120","-3.975","184","5.516527","248","-2.718949","368","5.692159","440","1.716169","546","4.222929","704","5.6042"
"255",129,"incongruent","stroop","cz","366","3.972605","122","-6.685625","122","-6.685625","200","2.643164","248","-5.861673","366","3.972605","448","-1.077357","554","3.172338","746","5.073067"
"256",129,"incongruent","simon","fz","426","0.328745","118","-5.382961","118","-5.382961","200","-1.765535","246","-5.927198","426","0.328745","336","-5.19353","512","0.112148","780","-2.335973"
"257",129,"incongruent","simon","pz","380","6.679663","118","-2.947191","118","-2.947191","186","2.956296","246","-1.931686","380","6.679663","444","3.403335","518","4.114397","628","0.586775"
"258",129,"incongruent","simon","cz","384","4.906291","116","-5.803963","116","-5.803963","190","1.71033","246","-3.968276","384","4.906291","318","-0.575379","516","3.442302","782","-0.621635"
"259",130,"incongruent","stroop","fz","274","1.946822","98","-3.972443","98","-3.972443","194","2.651701","294","-1.775327","274","1.946822","330","-1.433023","436","1.615664","726","2.174796"
"260",130,"incongruent","stroop","pz","312","8.731698","110","-2.20673","110","-2.20673","184","3.559504","232","0.5098","312","8.731698","352","5.710135","516","7.163752","734","5.248976"
"261",130,"incongruent","stroop","cz","310","4.958429","100","-3.633865","100","-3.633865","216","2.026299","232","0.104553","310","4.958429","352","2.589236","514","4.342191","724","4.979801"
"262",130,"incongruent","simon","fz","380","-0.730869","150","-4.713241","150","-4.713241","202","-0.331261","232","-2.94509","380","-0.730869","478","-4.588874","580","-2.241851","794","-0.800019"
"263",130,"incongruent","simon","pz","324","6.023325","148","-3.194253","148","-3.194253","206","2.043824","268","-2.249227","324","6.023325","426","1.782807","504","4.488247","622","2.376932"
"264",130,"incongruent","simon","cz","324","4.231651","148","-4.537189","148","-4.537189","206","1.459488","268","-2.031106","324","4.231651","428","0.956838","502","2.873443","604","1.202067"
"265",131,"incongruent","stroop","fz","330","5.458525","92","-11.177648","92","-11.177648","154","3.557026","248","-4.365897","330","5.458525","446","-8.602154","490","1.3225","786","-0.897876"
"266",131,"incongruent","stroop","pz","302","4.196386","94","-5.655577","94","-5.655577","154","1.978664","224","-3.787059","302","4.196386","416","-3.010887","476","0.54044","604","2.185226"
"267",131,"incongruent","stroop","cz","302","4.950844","92","-8.4106","92","-8.4106","154","2.480625","224","-3.04968","302","4.950844","416","-4.952446","488","0.411439","788","-0.779288"
"268",131,"incongruent","simon","fz","296","6.332091","88","-4.026882","88","-4.026882","182","0.46166","220","-2.051774","296","6.332091","410","1.514349","522","5.303018","616","0.184634"
"269",131,"incongruent","simon","pz","288","11.234008","92","-0.803602","92","-0.803602","178","0.043287","196","-0.878042","288","11.234008","416","2.797023","462","4.720449","614","1.641191"
"270",131,"incongruent","simon","cz","294","10.269425","90","-3.761227","90","-3.761227","140","-0.332971","220","-0.353948","294","10.269425","416","1.935072","464","5.485404","614","2.333673"
"271",132,"incongruent","stroop","fz","292","2.910681","100","-4.089467","100","-4.089467","238","2.842567","268","1.484731","292","2.910681","492","-5.3093","562","1.052329","736","3.498703"
"272",132,"incongruent","stroop","pz","340","5.45396","114","-2.193234","114","-2.193234","162","1.808305","246","-1.04143","340","5.45396","438","1.532333","508","6.36039","672","2.375897"
"273",132,"incongruent","stroop","cz","380","3.743298","102","-4.30294","102","-4.30294","240","2.61943","278","1.386447","380","3.743298","448","0.391769","540","5.450987","658","3.800147"
"274",132,"incongruent","simon","fz","340","3.517906","100","-5.965758","100","-5.965758","202","3.072392","250","-1.392132","340","3.517906","382","-2.919849","464","2.823005","772","3.051213"
"275",132,"incongruent","simon","pz","342","9.35445","112","-2.368313","112","-2.368313","142","1.825341","244","0.925598","342","9.35445","396","4.367608","482","8.731137","614","5.468798"
"276",132,"incongruent","simon","cz","340","7.374439","100","-5.085573","100","-5.085573","202","3.223034","252","1.252835","340","7.374439","396","1.686368","480","9.103557","612","5.458707"
